,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,around just long enough to give her a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,quick course on how to use her magic,,,,,,,,,,,,,,,,,,,,,,,,,Name,Top,Bottom,,,,,,,,,,
,,,,,,,,,,,,,,,,,and how Yavana could fend for herself.,,,,,,,,,,,,,,,,,,,,,,,,,Dragon,http://i.imgur.com/3GVZzam.png,http://i.imgur.com/miU7se3.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undead,http://i.imgur.com/Yw2rhH6.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,Eventually Yavana would go on to start a,,,,,,,,,,,,,,,,,,,,,,,,,Magic,http://i.imgur.com/Pnzh0Lq.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,safe haven for dragons deep in the western,,,,,,,,,,,,,,,,,,,,,,,,,Airship,http://i.imgur.com/4GdhXW2.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,mountains with help from Clairon the ,,,,,,,,,,,,,,,,,,,,,,,,,Artificer,https://i.imgur.com/tVDSt3v.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,Silver. By the time Yavana would meet Fal,,,,,,,,,,,,,,,,,,,,,,,,,Barbarian,https://i.imgur.com/gjtfTEm.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,Clairon would have turned from an Adult,,,,,,,,,,,,to an Ancient.,,,,,,,,,,,,,Bard,https://i.imgur.com/5HYYXoz.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,               ALLIES & ORGANIZATIONS,,,,,,,,,,,,,,,,,,,,,,,,,Cleric,https://i.imgur.com/hOgeNi7.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Druid,https://i.imgur.com/5ZZQ7Jh.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,https://docs.google.com/document/d/1d30Gkprv1xjOZslmYpx_SfiPr4D5PEx392xe8iMvfnM/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,Fighter,https://i.imgur.com/UI4mejB.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,Map: It's a map of Tamriel (imperial city is just the imperial city),,,,,,,,,,,,,,,,,,,,,,,,,Monk,https://i.imgur.com/lqUQ6YL.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,Session Notes: https://docs.google.com/document/d/13ScxgjDWrREAQICech6zVS7ofMpuaqI7yFztvRXeQ_A/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,Paladin,https://i.imgur.com/uSFG6vd.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranger,https://i.imgur.com/x6BHYTe.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogue,https://i.imgur.com/3llLqBB.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sorcerer,https://i.imgur.com/ssrZYbl.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,CHARACTER APPEARANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warlock,https://i.imgur.com/QBhqRiG.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizard,https://i.imgur.com/EOiSGxi.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verbose,https://i.imgur.com/VyFvlcw.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,Magic,,,,,,Magenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iconic,https://i.imgur.com/Nh6zWQZ.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
,,HEADER,,,,,,COLOR SCHEME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,https://i.imgur.com/iDgWYL1.png,https://i.imgur.com/G8kk6zf.png,,,,,,,,,,
